timestamp,rpm,egt,cht,vibration,fuel_flow,throttle,altitude,temperature,pressure,engine_load,expected_egt,expected_cht,expected_vibration,fault_type,health_index,degradation_level,rul
2026-09-02T10:03:03.606032,4824.5,827.3,120.5,2.26,14.82,72.7,3280.2,-6.3,35.3,0.727,828.7,122.2,2.23,NONE,99.4,0.0,499.7
2026-09-02T10:03:04.606032,4814.2,830.8,118.7,2.24,14.87,72.4,3271.0,-6.3,35.2,0.724,828.4,122.1,2.22,NONE,97.9,0.0,499.7
2026-09-02T10:03:05.606032,4811.3,824.6,120.0,2.34,14.0,71.1,3279.6,-6.3,35.1,0.711,827.4,121.7,2.22,NONE,97.2,0.0,499.7
2026-09-02T10:03:06.606032,4813.0,832.1,121.9,2.36,14.6,72.9,3277.4,-6.3,35.3,0.729,828.8,122.2,2.22,NONE,97.3,0.0,499.7
2026-09-02T10:03:07.606032,4788.8,830.2,116.9,2.16,14.34,72.7,3263.5,-6.2,35.3,0.727,828.4,122.1,2.2,NONE,98.1,0.0,499.7
2026-09-02T10:03:08.606032,4776.2,826.8,121.6,2.39,14.73,71.5,3266.2,-6.2,35.1,0.715,827.5,121.7,2.2,NONE,99.5,0.0,499.7
2026-09-02T10:03:09.606032,4802.8,826.2,121.7,1.99,14.66,72.0,3260.2,-6.2,35.2,0.72,828.0,121.9,2.21,NONE,98.0,0.0,499.7
2026-09-02T10:03:10.606032,4795.8,829.9,122.9,2.25,15.06,72.3,3266.2,-6.2,35.2,0.723,828.2,122.0,2.21,NONE,98.9,0.0,499.7
2026-09-02T10:03:11.606032,4811.3,831.0,125.1,2.22,15.24,72.4,3264.1,-6.2,35.2,0.724,828.3,122.1,2.22,NONE,98.3,0.0,499.7
2026-09-02T10:03:12.606032,4800.7,826.6,120.3,2.43,15.16,72.3,3246.6,-6.1,35.2,0.723,828.1,122.1,2.21,NONE,98.5,0.0,499.7
2026-09-02T10:03:13.606032,4775.1,827.7,124.6,2.32,14.56,71.9,3244.1,-6.1,35.2,0.719,827.7,121.8,2.19,NONE,99.1,0.0,499.7
2026-09-02T10:03:14.606032,4799.9,830.1,117.3,2.1,14.86,71.9,3235.5,-6.0,35.2,0.719,827.8,121.9,2.21,NONE,98.1,0.0,499.7
2026-09-02T10:03:15.606032,4776.6,828.6,124.1,2.03,15.07,72.3,3230.8,-6.0,35.2,0.723,827.9,122.0,2.2,NONE,99.4,0.0,499.7
2026-09-02T10:03:16.606032,4803.0,831.6,121.0,2.18,14.59,71.2,3239.9,-6.1,35.1,0.712,827.3,121.7,2.21,NONE,98.2,0.0,499.7
2026-09-02T10:03:17.606032,4802.8,828.9,123.0,2.14,14.47,72.2,3227.3,-6.0,35.2,0.722,828.0,122.1,2.21,NONE,98.0,0.0,499.7
2026-09-02T10:03:18.606032,4776.5,822.9,122.7,2.3,15.0,71.7,3226.1,-6.0,35.2,0.717,827.5,121.8,2.2,NONE,99.4,0.0,499.7
2026-09-02T10:03:19.606032,4822.6,830.5,122.4,2.22,15.05,72.2,3223.3,-6.0,35.2,0.722,828.1,122.2,2.23,NONE,98.6,0.0,499.7
2026-09-02T10:03:20.606032,4779.7,826.5,120.6,2.12,14.67,71.9,3217.8,-5.9,35.2,0.719,827.6,121.9,2.2,NONE,98.5,0.0,499.7
2026-09-02T10:03:21.606032,4774.2,822.9,119.2,2.03,15.15,72.6,3197.5,-5.8,35.3,0.726,828.0,122.1,2.19,NONE,98.9,0.0,499.7
2026-09-02T10:03:22.606032,4817.1,820.1,122.1,2.31,14.47,72.2,3197.9,-5.8,35.2,0.722,828.0,122.2,2.22,NONE,99.9,0.0,499.7
2026-09-02T10:03:23.606032,4803.8,821.8,121.5,2.3,14.74,72.0,3195.9,-5.8,35.2,0.72,827.8,122.1,2.21,NONE,99.0,0.0,499.7
2026-09-02T10:03:24.606032,4793.7,829.9,126.7,2.22,15.48,72.9,3199.4,-5.8,35.3,0.729,828.4,122.3,2.21,NONE,98.1,0.0,499.7
2026-09-02T10:03:25.606032,4786.9,827.6,123.0,2.23,14.78,71.2,3193.6,-5.8,35.1,0.712,827.0,121.8,2.2,NONE,97.8,0.0,499.7
2026-09-02T10:03:26.606032,4789.5,828.8,121.4,2.17,14.15,71.0,3191.6,-5.7,35.1,0.71,826.9,121.7,2.2,NONE,97.4,0.0,499.7
2026-09-02T10:03:27.606032,4804.6,832.7,123.2,2.2,14.54,71.5,3187.2,-5.7,35.1,0.715,827.3,121.9,2.22,NONE,99.1,0.0,499.7
2026-09-02T10:03:28.606032,4811.6,832.4,121.9,2.31,15.27,72.5,3178.3,-5.7,35.2,0.725,828.1,122.3,2.22,NONE,99.2,0.0,499.7
2026-09-02T10:03:29.606032,4823.7,828.3,120.6,2.24,15.16,72.0,3159.4,-5.5,35.2,0.72,827.7,122.2,2.23,NONE,99.4,0.0,499.7
2026-09-02T10:03:30.606032,4790.7,822.0,122.7,2.12,14.59,72.3,3163.4,-5.6,35.2,0.723,827.8,122.2,2.21,NONE,97.7,0.0,499.7
2026-09-02T10:03:31.606032,4771.4,824.5,121.6,2.37,14.19,72.2,3163.6,-5.6,35.2,0.722,827.6,122.1,2.19,NONE,99.7,0.0,499.7
2026-09-02T10:03:32.606032,4773.2,829.4,122.4,2.32,15.35,72.8,3159.1,-5.5,35.3,0.728,828.0,122.3,2.19,NONE,99.3,0.0,499.7
2026-09-02T10:03:33.606032,4821.9,824.4,122.6,2.22,14.33,71.6,3150.0,-5.5,35.2,0.716,827.4,122.1,2.23,NONE,98.9,0.0,499.7
2026-09-02T10:03:34.606032,4795.0,829.7,123.0,2.25,15.04,72.9,3144.7,-5.4,35.3,0.729,828.2,122.4,2.21,NONE,98.4,0.0,499.7
2026-09-02T10:03:35.606032,4822.0,819.4,124.6,2.41,14.95,72.9,3144.9,-5.4,35.3,0.729,828.3,122.5,2.23,NONE,98.8,0.0,499.7
2026-09-02T10:03:36.606032,4776.2,825.9,123.0,2.12,15.08,72.1,3134.3,-5.4,35.2,0.721,827.5,122.1,2.2,NONE,97.8,0.0,499.7
2026-09-02T10:03:37.606032,4778.0,826.8,122.0,2.36,14.52,71.2,3143.3,-5.4,35.1,0.712,826.8,121.8,2.2,NONE,97.2,0.0,499.7
2026-09-02T10:03:38.606032,4810.1,829.3,122.7,2.1,14.83,71.8,3125.3,-5.3,35.2,0.718,827.4,122.2,2.22,NONE,99.1,0.0,499.7
2026-09-02T10:03:39.606032,4806.7,832.8,121.9,2.18,15.29,72.9,3121.2,-5.3,35.3,0.729,828.2,122.5,2.22,NONE,99.8,0.0,499.7
2026-09-02T10:03:40.606032,4770.5,823.2,122.2,2.09,15.15,71.7,3113.8,-5.2,35.2,0.717,827.1,122.0,2.19,NONE,97.4,0.0,499.7
2026-09-02T10:03:41.606032,4815.2,820.1,122.8,2.46,15.37,72.8,3126.2,-5.3,35.3,0.728,828.2,122.5,2.22,NONE,99.2,0.0,499.7
2026-09-02T10:03:42.606032,4806.3,825.8,120.7,2.35,14.86,71.7,3113.6,-5.2,35.2,0.717,827.3,122.2,2.22,NONE,98.6,0.0,499.7
2026-09-02T10:03:43.606032,4820.3,832.2,123.5,2.22,15.19,71.6,3105.8,-5.2,35.2,0.716,827.2,122.2,2.23,NONE,98.2,0.0,499.7
2026-09-02T10:03:44.606032,4817.4,830.8,123.6,2.28,15.62,72.7,3117.2,-5.3,35.3,0.727,828.1,122.5,2.22,NONE,97.3,0.0,499.7
2026-09-02T10:03:45.606032,4782.2,821.6,122.0,2.19,15.0,72.7,3108.4,-5.2,35.3,0.727,827.8,122.4,2.2,NONE,97.4,0.0,499.7
2026-09-02T10:03:46.606032,4825.0,826.1,121.7,2.14,14.83,72.2,3099.6,-5.1,35.2,0.722,827.7,122.4,2.23,NONE,99.3,0.0,499.7
2026-09-02T10:03:47.606032,4819.2,829.9,123.3,2.23,15.01,71.5,3110.7,-5.2,35.1,0.715,827.2,122.2,2.23,NONE,99.9,0.0,499.7
2026-09-02T10:03:48.606032,4777.6,821.7,122.3,2.17,15.4,71.5,3107.4,-5.2,35.2,0.715,826.9,122.0,2.2,NONE,98.5,0.0,499.7
2026-09-02T10:03:49.606032,4818.1,832.4,121.1,2.13,14.32,72.2,3109.1,-5.2,35.2,0.722,827.7,122.4,2.23,NONE,99.2,0.0,499.7
2026-09-02T10:03:50.606032,4779.9,830.7,122.5,2.13,14.94,72.4,3097.4,-5.1,35.2,0.724,827.6,122.3,2.2,NONE,99.6,0.0,499.7
2026-09-02T10:03:51.606032,4809.5,826.6,121.4,2.15,15.35,72.5,3103.5,-5.2,35.2,0.725,827.8,122.4,2.22,NONE,97.2,0.0,499.7
2026-09-02T10:03:52.606032,4825.9,829.0,126.0,2.34,14.77,72.5,3104.7,-5.2,35.3,0.725,827.9,122.5,2.23,NONE,97.6,0.0,499.7
2026-09-02T10:03:53.606032,4818.2,820.2,122.8,2.25,15.01,72.8,3105.8,-5.2,35.3,0.728,828.1,122.6,2.23,NONE,99.4,0.0,499.7
2026-09-02T10:03:54.606032,4821.7,826.8,123.2,2.29,15.45,72.8,3105.0,-5.2,35.3,0.728,828.1,122.6,2.23,NONE,98.4,0.0,499.7
2026-09-02T10:03:55.606032,4816.6,830.0,118.9,2.27,15.07,72.5,3109.1,-5.2,35.3,0.725,827.9,122.5,2.22,NONE,98.8,0.0,499.7
2026-09-02T10:03:56.606032,4816.1,826.9,122.1,2.23,15.14,72.7,3101.2,-5.2,35.3,0.727,828.0,122.5,2.22,NONE,98.1,0.0,499.7
2026-09-02T10:03:57.606032,4826.8,825.1,118.9,2.23,14.52,71.3,3098.6,-5.1,35.1,0.713,827.0,122.2,2.23,NONE,98.2,0.0,499.7
2026-09-02T10:03:58.606032,4809.9,824.9,125.7,2.26,14.16,71.2,3110.4,-5.2,35.1,0.712,826.9,122.0,2.22,NONE,97.7,0.0,499.7
2026-09-02T10:03:59.606032,4788.4,831.4,122.2,2.29,15.3,72.6,3109.3,-5.2,35.3,0.726,827.8,122.4,2.2,NONE,98.9,0.0,499.7
2026-09-02T10:04:00.606032,4825.8,827.2,123.3,2.19,14.94,71.1,3114.3,-5.2,35.1,0.711,826.9,122.1,2.23,NONE,99.8,0.0,499.7
2026-09-02T10:04:01.606032,4808.6,817.5,119.7,2.04,14.75,72.0,3105.8,-5.2,35.2,0.72,827.5,122.3,2.22,NONE,99.2,0.0,499.7
2026-09-02T10:04:02.606032,4801.5,824.3,119.6,2.29,14.92,72.9,3116.9,-5.3,35.3,0.729,828.1,122.5,2.21,NONE,99.3,0.0,499.7
2026-09-02T10:04:03.606032,4815.1,820.4,123.9,2.26,15.21,73.0,3111.6,-5.2,35.3,0.73,828.3,122.6,2.22,NONE,99.4,0.0,499.7
2026-09-02T10:04:04.606032,4828.5,831.5,123.4,2.35,14.73,72.7,3109.0,-5.2,35.3,0.727,828.1,122.6,2.23,NONE,98.6,0.0,499.7
2026-09-02T10:04:05.606032,4816.6,825.9,120.7,2.23,14.23,72.7,3109.9,-5.2,35.3,0.727,828.0,122.5,2.22,NONE,97.8,0.0,499.7
2026-09-02T10:04:06.606032,4805.1,824.8,120.4,2.2,15.19,71.5,3115.1,-5.2,35.1,0.715,827.1,122.1,2.22,NONE,98.5,0.0,499.7
2026-09-02T10:04:07.606032,4812.8,828.7,120.3,2.08,14.97,71.1,3115.0,-5.2,35.1,0.711,826.8,122.0,2.22,NONE,98.7,0.0,499.7
2026-09-02T10:04:08.606032,4771.3,830.6,121.4,2.08,14.76,71.3,3123.9,-5.3,35.1,0.713,826.8,121.9,2.19,NONE,99.1,0.0,499.7
2026-09-02T10:04:09.606032,4800.5,821.7,121.1,2.22,15.08,71.4,3131.2,-5.4,35.1,0.714,827.1,122.0,2.21,NONE,97.3,0.0,499.7
2026-09-02T10:04:10.606032,4795.6,827.7,127.3,2.16,15.32,72.6,3128.8,-5.3,35.3,0.726,827.9,122.4,2.21,NONE,97.6,0.0,499.7
2026-09-02T10:04:11.606032,4822.6,829.2,120.4,2.14,15.06,72.6,3125.7,-5.3,35.3,0.726,828.1,122.5,2.23,NONE,97.3,0.0,499.7
2026-09-02T10:04:12.606032,4790.8,828.8,121.8,2.1,15.12,72.8,3138.3,-5.4,35.3,0.728,828.1,122.4,2.21,NONE,99.1,0.0,499.7
2026-09-02T10:04:13.606032,4781.7,838.0,121.2,2.27,14.73,71.8,3151.8,-5.5,35.2,0.718,827.3,122.0,2.2,NONE,99.4,0.0,499.7
2026-09-02T10:04:14.606032,4770.4,833.4,123.2,2.22,15.03,71.5,3154.8,-5.5,35.2,0.715,827.0,121.9,2.19,NONE,99.7,0.0,499.7
2026-09-02T10:04:15.606032,4790.8,824.3,122.9,2.11,14.88,72.1,3144.4,-5.4,35.2,0.721,827.6,122.2,2.21,NONE,99.6,0.0,499.7
2026-09-02T10:04:16.606032,4791.4,831.4,120.3,2.17,14.24,72.3,3161.8,-5.6,35.2,0.723,827.8,122.2,2.21,NONE,98.5,0.0,499.7
2026-09-02T10:04:17.606032,4803.5,834.9,123.5,2.17,15.04,72.2,3151.3,-5.5,35.2,0.722,827.7,122.2,2.21,NONE,98.7,0.0,499.7
2026-09-02T10:04:18.606032,4822.9,827.0,124.6,2.21,15.46,73.0,3155.1,-5.5,35.3,0.73,828.5,122.6,2.23,NONE,98.3,0.0,499.7
2026-09-02T10:04:19.606032,4800.8,829.9,120.8,2.39,15.22,71.8,3166.8,-5.6,35.2,0.718,827.5,122.1,2.21,NONE,97.1,0.0,499.7
2026-09-02T10:04:20.606032,4792.8,820.2,123.2,2.05,15.17,71.7,3178.7,-5.7,35.2,0.717,827.4,122.0,2.21,NONE,99.5,0.0,499.7
2026-09-02T10:04:21.606032,4813.5,827.7,119.6,2.17,14.56,72.8,3172.8,-5.6,35.3,0.728,828.3,122.4,2.22,NONE,97.1,0.0,499.7
2026-09-02T10:04:22.606032,4791.2,832.7,123.1,2.14,14.49,71.3,3185.1,-5.7,35.1,0.713,827.1,121.8,2.21,NONE,98.1,0.0,499.7
2026-09-02T10:04:23.606032,4792.0,826.4,120.6,2.23,15.24,71.7,3191.6,-5.7,35.2,0.717,827.4,121.9,2.21,NONE,99.3,0.0,499.7
2026-09-02T10:04:24.606032,4789.3,826.6,118.6,2.16,14.13,71.3,3197.5,-5.8,35.1,0.713,827.1,121.8,2.2,NONE,98.8,0.0,499.7
2026-09-02T10:04:25.606032,4809.8,824.5,120.2,2.19,15.88,71.8,3205.1,-5.8,35.2,0.718,827.7,122.0,2.22,NONE,97.5,0.0,499.7
2026-09-02T10:04:26.606032,4774.6,830.4,125.7,2.06,14.33,71.4,3200.9,-5.8,35.1,0.714,827.1,121.8,2.19,NONE,99.1,0.0,499.7
2026-09-02T10:04:27.606032,4803.2,827.2,122.4,2.12,14.52,71.5,3212.6,-5.9,35.1,0.715,827.4,121.9,2.21,NONE,99.9,0.0,499.7
2026-09-02T10:04:28.606032,4816.9,826.6,119.9,2.18,14.83,71.7,3217.3,-5.9,35.2,0.717,827.7,122.0,2.22,NONE,99.5,0.0,499.7
2026-09-02T10:04:29.606032,4773.4,822.9,120.0,2.02,15.06,72.0,3222.8,-5.9,35.2,0.72,827.7,121.9,2.19,NONE,97.4,0.0,499.7
2026-09-02T10:04:30.606032,4815.6,823.0,118.8,2.21,14.46,71.8,3231.0,-6.0,35.2,0.718,827.8,122.0,2.22,NONE,98.3,0.0,499.7
2026-09-02T10:04:31.606032,4822.9,825.1,122.1,2.27,14.69,72.4,3237.5,-6.0,35.2,0.724,828.3,122.2,2.23,NONE,98.9,0.0,499.7
2026-09-02T10:04:32.606032,4786.3,829.4,121.9,1.98,14.92,72.1,3226.2,-6.0,35.2,0.721,827.8,122.0,2.2,NONE,98.5,0.0,499.7
2026-09-02T10:04:33.606032,4774.6,823.1,121.5,2.11,14.37,72.7,3236.7,-6.0,35.3,0.727,828.3,122.1,2.19,NONE,97.5,0.0,499.7
2026-09-02T10:04:34.606032,4819.9,822.8,120.3,2.25,15.15,71.7,3249.4,-6.1,35.2,0.717,827.8,121.9,2.23,NONE,98.6,0.0,499.7
2026-09-02T10:04:35.606032,4795.4,822.9,124.0,2.2,14.33,71.7,3250.7,-6.1,35.2,0.717,827.7,121.8,2.21,NONE,98.4,0.0,499.7
2026-09-02T10:04:36.606032,4780.1,827.2,122.0,2.08,15.05,72.1,3245.0,-6.1,35.2,0.721,827.9,121.9,2.2,NONE,98.1,0.0,499.7
2026-09-02T10:04:37.606032,4809.2,829.5,120.8,2.17,15.21,71.8,3254.6,-6.2,35.2,0.718,827.8,121.9,2.22,NONE,99.8,0.0,499.7
2026-09-02T10:04:38.606032,4816.8,828.8,118.4,2.14,14.87,71.0,3265.0,-6.2,35.1,0.71,827.3,121.7,2.22,NONE,97.6,0.0,499.7
2026-09-02T10:04:39.606032,4773.8,832.3,121.0,2.11,14.76,71.7,3265.6,-6.2,35.2,0.717,827.6,121.7,2.19,NONE,97.5,0.0,499.7
2026-09-02T10:04:40.606032,4806.5,834.7,124.5,2.22,14.84,72.9,3257.9,-6.2,35.3,0.729,828.6,122.2,2.22,NONE,98.6,0.0,499.7
2026-09-02T10:04:41.606032,4813.5,830.2,122.4,2.24,15.17,72.4,3271.1,-6.3,35.2,0.724,828.4,122.1,2.22,NONE,97.4,0.0,499.7
2026-09-02T10:04:42.606032,4791.8,829.7,120.9,1.98,14.39,71.3,3264.7,-6.2,35.1,0.713,827.4,121.7,2.21,NONE,98.4,0.0,499.7
2026-09-02T10:04:43.606032,4817.8,832.2,119.5,2.16,15.07,72.7,3285.4,-6.4,35.3,0.727,828.7,122.2,2.22,NONE,98.2,0.0,499.7
2026-09-02T10:04:44.606032,4801.5,824.5,119.4,2.06,14.5,71.3,3287.8,-6.4,35.1,0.713,827.5,121.7,2.21,NONE,99.3,0.0,499.7
2026-09-02T10:04:45.606032,4784.4,830.2,123.1,2.28,14.9,71.2,3278.8,-6.3,35.1,0.712,827.3,121.6,2.2,NONE,99.9,0.0,499.7
2026-09-02T10:04:46.606032,4773.5,826.4,124.1,2.28,14.89,71.8,3278.4,-6.3,35.2,0.718,827.7,121.7,2.19,NONE,97.3,0.0,499.7
2026-09-02T10:04:47.606032,4799.6,827.2,123.1,2.4,15.04,72.0,3291.5,-6.4,35.2,0.72,828.1,121.9,2.21,NONE,99.2,0.0,499.7
2026-09-02T10:04:48.606032,4794.9,824.2,122.9,2.23,14.76,71.5,3289.9,-6.4,35.1,0.715,827.7,121.7,2.21,NONE,97.0,0.0,499.7
2026-09-02T10:04:49.606032,4829.9,823.8,116.3,2.3,15.05,72.1,3290.8,-6.4,35.2,0.721,828.3,122.0,2.23,NONE,98.6,0.0,499.7
2026-09-02T10:04:50.606032,4824.8,829.3,122.0,2.24,14.0,71.1,3289.3,-6.4,35.1,0.711,827.5,121.7,2.23,NONE,97.5,0.0,499.7
2026-09-02T10:04:51.606032,4798.1,829.7,125.2,2.28,14.73,71.1,3298.9,-6.4,35.1,0.711,827.4,121.6,2.21,NONE,99.6,0.0,499.7
2026-09-02T10:04:52.606032,4822.0,828.3,122.3,2.12,14.65,71.1,3305.9,-6.5,35.1,0.711,827.6,121.7,2.23,NONE,98.1,0.0,499.7
2026-09-02T10:04:53.606032,4790.1,835.5,121.0,2.35,14.54,72.4,3301.0,-6.5,35.2,0.724,828.3,121.9,2.21,NONE,98.7,0.0,499.7
2026-09-02T10:04:54.606032,4818.6,829.0,120.4,2.21,14.48,71.4,3298.3,-6.4,35.1,0.714,827.7,121.7,2.23,NONE,97.4,0.0,499.7
2026-09-02T10:04:55.606032,4806.6,824.0,119.3,2.16,14.64,71.8,3301.5,-6.5,35.2,0.718,828.0,121.8,2.22,NONE,99.3,0.0,499.7
2026-09-02T10:04:56.606032,4820.6,826.9,122.1,1.93,14.57,72.2,3291.6,-6.4,35.2,0.722,828.3,122.0,2.23,NONE,98.7,0.0,499.7
2026-09-02T10:04:57.606032,4775.2,822.4,121.4,2.2,14.74,71.3,3296.5,-6.4,35.1,0.713,827.4,121.5,2.19,NONE,98.6,0.0,499.7
2026-09-02T10:04:58.606032,4813.4,827.9,121.4,2.05,14.33,71.2,3291.9,-6.4,35.1,0.712,827.5,121.7,2.22,NONE,97.6,0.0,499.7
2026-09-02T10:04:59.606032,4806.6,824.2,123.9,2.31,14.57,72.1,3308.6,-6.5,35.2,0.721,828.2,121.9,2.22,NONE,98.1,0.0,499.7
2026-09-02T10:05:00.606032,4825.2,822.7,124.9,2.14,15.0,71.9,3295.5,-6.4,35.2,0.719,828.1,121.9,2.23,NONE,98.1,0.0,499.7
2026-09-02T10:05:01.606032,4806.2,828.0,122.7,2.37,15.0,71.5,3306.1,-6.5,35.1,0.715,827.8,121.7,2.22,NONE,97.6,0.0,499.7
2026-09-02T10:05:02.606032,4827.0,831.2,121.7,2.28,14.56,72.5,3289.9,-6.4,35.3,0.725,828.6,122.1,2.23,NONE,97.7,0.0,499.7
2026-09-02T10:05:03.606032,4814.3,826.7,121.3,2.21,14.69,71.8,3290.3,-6.4,35.2,0.718,828.0,121.9,2.22,NONE,97.4,0.0,499.7
2026-09-02T10:05:04.606032,4785.7,828.5,123.3,2.19,14.96,72.4,3297.5,-6.4,35.2,0.724,828.3,121.9,2.2,NONE,97.5,0.0,499.7
2026-09-02T10:05:05.606032,4819.7,829.0,125.7,2.31,15.36,72.4,3295.7,-6.4,35.2,0.724,828.5,122.1,2.23,NONE,97.7,0.0,499.7
2026-09-02T10:05:06.606032,4780.9,819.9,120.8,2.12,14.8,72.4,3284.7,-6.4,35.2,0.724,828.2,121.9,2.2,NONE,99.9,0.0,499.7
2026-09-02T10:05:07.606032,4786.3,829.2,120.4,2.07,14.71,71.8,3291.3,-6.4,35.2,0.718,827.8,121.7,2.2,NONE,99.9,0.0,499.7
2026-09-02T10:05:08.606032,4775.8,826.2,120.3,2.22,14.31,72.6,3284.8,-6.4,35.3,0.726,828.4,122.0,2.2,NONE,99.0,0.0,499.7
2026-09-02T10:05:09.606032,4776.6,826.2,120.5,2.43,14.85,72.8,3279.9,-6.3,35.3,0.728,828.5,122.0,2.2,NONE,98.3,0.0,499.7
2026-09-02T10:05:10.606032,4774.6,830.6,119.1,2.32,14.27,71.2,3275.2,-6.3,35.1,0.712,827.3,121.5,2.19,NONE,98.7,0.0,499.7
2026-09-02T10:05:11.606032,4796.0,830.9,120.4,2.27,15.08,72.0,3269.5,-6.3,35.2,0.72,828.0,121.9,2.21,NONE,97.4,0.0,499.7
2026-09-02T10:05:12.606032,4771.8,828.6,116.8,2.13,15.06,71.7,3281.6,-6.3,35.2,0.717,827.6,121.7,2.19,NONE,98.2,0.0,499.7
2026-09-02T10:05:13.606032,4819.6,825.1,125.8,2.16,15.3,73.0,3274.8,-6.3,35.3,0.73,828.9,122.3,2.23,NONE,99.0,0.0,499.7
2026-09-02T10:05:14.606032,4796.9,830.4,121.8,2.09,14.76,71.6,3260.2,-6.2,35.2,0.716,827.6,121.8,2.21,NONE,97.1,0.0,499.7
2026-09-02T10:05:15.606032,4785.0,819.8,119.6,2.2,15.38,72.7,3253.3,-6.1,35.3,0.727,828.4,122.1,2.2,NONE,100.0,0.0,499.7
2026-09-02T10:05:16.606032,4807.6,825.1,118.7,2.09,14.57,71.8,3250.8,-6.1,35.2,0.718,827.8,121.9,2.22,NONE,99.1,0.0,499.7
2026-09-02T10:05:17.606032,4825.4,827.5,126.2,2.33,14.41,72.9,3251.6,-6.1,35.3,0.729,828.7,122.3,2.23,NONE,99.9,0.0,499.7
2026-09-02T10:05:18.606032,4786.4,825.0,121.4,2.3,15.15,72.3,3249.5,-6.1,35.2,0.723,828.1,122.0,2.2,NONE,97.8,0.0,499.7
2026-09-02T10:05:19.606032,4800.2,825.5,123.9,2.13,15.2,72.6,3236.1,-6.0,35.3,0.726,828.3,122.2,2.21,NONE,98.1,0.0,499.7
2026-09-02T10:05:20.606032,4828.8,829.8,120.1,2.15,14.66,72.5,3235.5,-6.0,35.2,0.725,828.4,122.3,2.23,NONE,97.1,0.0,499.7
2026-09-02T10:05:21.606032,4814.8,828.4,122.0,2.49,14.62,71.2,3225.1,-6.0,35.1,0.712,827.3,121.8,2.22,NONE,98.6,0.0,499.7
2026-09-02T10:05:22.606032,4776.9,825.5,123.0,2.17,14.46,71.5,3225.6,-6.0,35.1,0.715,827.3,121.7,2.2,NONE,97.0,0.0,499.7
2026-09-02T10:05:23.606032,4787.9,831.6,124.9,2.09,14.77,71.6,3223.2,-6.0,35.2,0.716,827.5,121.8,2.2,NONE,98.9,0.0,499.7
2026-09-02T10:05:24.606032,4772.3,826.7,119.5,2.32,15.11,72.3,3229.5,-6.0,35.2,0.723,827.9,122.0,2.19,NONE,98.7,0.0,499.7
2026-09-02T10:05:25.606032,4788.7,824.2,121.5,2.3,15.09,72.5,3208.8,-5.9,35.3,0.725,828.1,122.1,2.2,NONE,99.6,0.0,499.7
2026-09-02T10:05:26.606032,4824.7,834.6,119.5,2.31,14.89,71.3,3203.5,-5.8,35.1,0.713,827.4,121.9,2.23,NONE,98.0,0.0,499.7
2026-09-02T10:05:27.606032,4828.6,828.8,121.5,2.15,14.7,72.5,3196.4,-5.8,35.2,0.725,828.3,122.3,2.23,NONE,97.6,0.0,499.7
2026-09-02T10:05:28.606032,4813.5,830.1,122.4,2.13,14.86,72.1,3203.9,-5.8,35.2,0.721,827.9,122.1,2.22,NONE,98.3,0.0,499.7
2026-09-02T10:05:29.606032,4778.6,832.7,123.0,2.33,15.06,71.9,3199.0,-5.8,35.2,0.719,827.5,121.9,2.2,NONE,97.2,0.0,499.7
2026-09-02T10:05:30.606032,4771.8,832.1,123.1,2.33,14.89,72.6,3197.5,-5.8,35.3,0.726,828.0,122.1,2.19,NONE,99.1,0.0,499.7
2026-09-02T10:05:31.606032,4792.6,822.1,123.3,2.12,15.09,71.9,3188.3,-5.7,35.2,0.719,827.6,122.0,2.21,NONE,97.7,0.0,499.7
2026-09-02T10:05:32.606032,4811.4,827.6,120.1,2.31,14.51,72.8,3182.4,-5.7,35.3,0.728,828.3,122.4,2.22,NONE,98.9,0.0,499.7
2026-09-02T10:05:33.606032,4824.4,827.3,123.5,2.28,15.23,71.7,3173.7,-5.6,35.2,0.717,827.6,122.1,2.23,NONE,98.5,0.0,499.7
2026-09-02T10:05:34.606032,4827.0,829.9,120.2,2.3,14.93,72.9,3167.4,-5.6,35.3,0.729,828.4,122.5,2.23,NONE,98.1,0.0,499.7
2026-09-02T10:05:35.606032,4805.8,827.5,124.0,2.26,15.01,71.0,3164.4,-5.6,35.1,0.71,826.9,121.8,2.22,NONE,97.7,0.0,499.7
2026-09-02T10:05:36.606032,4790.4,830.8,120.6,2.31,15.43,72.2,3155.8,-5.5,35.2,0.722,827.7,122.2,2.21,NONE,99.6,0.0,499.7
2026-09-02T10:05:37.606032,4812.4,824.8,124.3,2.17,14.93,72.7,3153.0,-5.5,35.3,0.727,828.2,122.4,2.22,NONE,100.0,0.0,499.7
2026-09-02T10:05:38.606032,4823.9,827.9,123.5,2.27,15.5,71.9,3159.7,-5.5,35.2,0.719,827.7,122.2,2.23,NONE,97.4,0.0,499.7
2026-09-02T10:05:39.606032,4815.3,831.8,123.9,2.26,16.06,72.4,3138.6,-5.4,35.2,0.724,827.9,122.4,2.22,NONE,98.3,0.0,499.7
2026-09-02T10:05:40.606032,3240.7,782.4,104.2,1.21,10.44,45.2,3200.0,-5.8,32.5,0.452,785.2,106.9,1.28,NONE,97.5,0.0,499.7
2026-09-02T10:05:41.606032,3217.8,782.0,106.8,1.48,10.2,45.1,3175.0,-5.6,32.5,0.451,784.8,106.8,1.27,NONE,98.6,0.0,499.7
