engine_id,cycle,timestamp_s,mission_phase,fault_type,rpm,throttle_pct,altitude_m,ambient_temp_c,ambient_pressure_kpa,manifold_pressure_kpa,fuel_flow_gph,egt_c,cht_c,oil_pressure_bar,oil_temp_c,vibration_g,engine_load_pct,efficiency_pct,health_score,anomaly_score,rul_cycles,health_state
ENG_007,425,2125,cruise,overheating,2373.9,60.95,10872.04,8.24,27.273,47.72,26.083,427.05,111.94,3.898,77.91,0.227,64.75,75.52,100.0,0.05,270,healthy
ENG_007,426,2130,climb,overheating,2660.73,82.43,2939.63,15.67,71.6,78.67,39.421,495.49,141.07,3.533,98.19,0.2618,86.55,73.35,98.39,0.05,269,healthy
ENG_007,427,2135,cruise,overheating,2312.11,54.86,11256.92,2.87,26.461,44.42,22.895,404.73,100.64,3.989,67.7,0.2678,61.54,75.85,97.15,0.05,268,healthy
ENG_007,428,2140,cruise,overheating,2333.22,63.36,10772.87,17.28,27.615,51.08,26.562,441.63,122.54,3.996,84.25,0.2928,65.06,75.49,100.0,0.05,267,healthy
ENG_007,429,2145,descent,overheating,1721.68,34.9,3833.87,19.47,64.05,50.3,10.891,358.8,93.19,4.439,72.3,0.1639,44.55,77.55,100.0,0.05,266,healthy
ENG_007,430,2150,cruise,overheating,2329.88,66.85,8609.15,6.37,35.389,59.36,27.946,439.72,114.55,4.004,77.9,0.2401,70.82,74.92,99.63,0.05,265,healthy
ENG_007,431,2155,cruise,overheating,2304.66,61.38,9747.07,17.99,32.644,54.29,25.271,436.66,121.22,3.985,85.69,0.2957,64.42,75.56,99.87,0.05,264,healthy
ENG_007,432,2160,cruise,overheating,2255.61,49.8,6048.22,14.35,49.956,53.82,19.993,402.02,107.14,3.944,76.7,0.2341,54.34,76.57,99.91,0.05,263,healthy
ENG_007,433,2165,cruise,overheating,2304.21,59.67,7593.55,11.46,41.388,56.37,24.724,425.67,113.23,4.061,77.99,0.1828,64.43,75.56,100.0,0.05,262,healthy
ENG_007,434,2170,cruise,overheating,2392.0,71.87,9456.72,8.57,32.948,58.52,31.154,456.09,121.76,3.892,81.68,0.2167,73.47,74.65,100.0,0.05,261,healthy
ENG_007,435,2175,climb,overheating,2553.13,72.26,5883.03,15.1,50.145,67.48,33.239,466.53,130.56,3.71,89.04,0.356,80.33,73.97,98.98,0.05,260,healthy
ENG_007,436,2180,cruise,overheating,2399.68,66.78,8464.87,9.13,36.787,56.55,28.991,443.54,,4.021,82.29,0.2566,72.32,74.77,100.0,0.05,259,healthy
ENG_007,437,2185,cruise,overheating,2349.72,63.6,8202.37,9.65,38.279,57.61,27.011,434.91,115.31,3.922,81.54,0.3417,67.74,75.23,100.0,0.05,258,healthy
ENG_007,438,2190,cruise,overheating,2418.4,68.34,8449.93,6.31,37.4,61.13,29.682,445.12,116.82,3.841,78.24,0.2632,66.07,75.39,100.0,0.05,257,healthy
ENG_007,439,2195,cruise,overheating,2331.24,67.73,8740.4,14.27,36.526,57.71,28.488,449.94,123.22,3.946,89.52,0.2307,73.63,74.64,100.0,0.05,256,healthy
ENG_007,440,2200,takeoff,overheating,2833.06,91.75,684.62,20.87,92.919,89.2,46.748,528.03,156.26,3.572,106.09,0.3089,88.39,73.16,100.0,0.0563,255,healthy
ENG_007,441,2205,cruise,overheating,2345.92,60.78,7033.97,15.89,42.936,60.02,25.694,433.73,119.1,3.926,85.94,0.2426,67.88,75.21,100.0,0.05,254,healthy
ENG_007,442,2210,descent,overheating,1705.41,37.93,3976.65,19.39,62.987,49.51,11.572,366.3,95.49,4.526,74.62,0.167,45.25,77.48,100.0,0.05,253,healthy
ENG_007,443,2215,descent,overheating,1694.23,28.09,4259.22,15.83,61.111,45.35,8.614,336.97,83.44,4.621,65.83,0.1788,31.05,78.9,97.97,0.05,252,healthy
ENG_007,444,2220,climb,overheating,2692.64,84.01,4370.76,22.99,59.86,78.12,40.627,507.48,150.11,3.53,105.48,0.279,83.66,73.63,100.0,0.0501,251,healthy
ENG_007,445,2225,cruise,overheating,2360.76,65.56,7099.07,10.35,43.666,57.6,27.837,440.91,117.81,3.957,80.26,0.2535,66.12,75.39,100.0,0.05,250,healthy
ENG_007,446,2230,cruise,overheating,2389.98,68.8,7161.74,8.61,43.104,62.1,29.43,448.12,119.17,3.912,80.52,0.2722,71.25,74.87,100.0,0.05,249,healthy
ENG_007,447,2235,cruise,overheating,2356.98,62.63,6654.73,6.74,46.511,59.15,26.415,429.61,111.66,4.038,76.24,0.2904,69.32,75.07,97.96,0.05,248,healthy
ENG_007,448,2240,descent,overheating,1686.77,26.35,7305.1,5.62,42.968,35.16,8.012,322.09,71.66,4.565,56.05,0.2414,36.64,78.34,100.0,0.05,247,healthy
ENG_007,449,2245,takeoff,overheating,2938.74,93.79,824.18,19.2,91.577,92.23,49.668,533.56,157.59,3.384,106.42,0.3119,93.84,72.62,99.52,0.0576,246,healthy
ENG_007,450,2250,cruise,overheating,2356.85,63.38,7321.79,12.35,41.239,58.14,27.025,437.16,117.91,4.001,80.33,0.1822,65.48,75.45,100.0,0.05,245,healthy
ENG_007,451,2255,descent,overheating,1712.26,26.88,1804.97,15.42,82.384,46.83,8.08,333.72,82.21,4.423,64.23,0.2157,34.48,78.55,99.9,0.05,244,healthy
ENG_007,452,2260,cruise,overheating,2341.51,57.82,7036.89,6.23,43.923,56.98,24.465,416.31,106.88,3.872,72.19,0.2689,61.48,75.85,99.9,0.05,243,healthy
ENG_007,453,2265,cruise,overheating,2419.33,71.05,12410.85,6.36,23.137,54.14,30.992,452.23,119.18,3.94,79.47,0.2629,74.55,74.54,100.0,0.05,242,healthy
ENG_007,454,2270,climb,overheating,2592.69,74.27,2384.58,14.72,75.437,74.4,34.548,472.1,132.36,3.752,90.08,0.2655,76.05,74.39,98.32,0.05,241,healthy
ENG_007,455,2275,takeoff,overheating,2925.91,98.56,708.39,23.15,93.243,91.75,51.939,549.66,165.43,3.471,109.68,0.3071,95.43,72.46,100.0,0.0654,240,healthy
ENG_007,456,2280,cruise,overheating,2358.65,63.26,11742.62,7.73,25.055,48.51,27.0,432.25,113.2,3.884,78.46,0.2157,61.9,75.81,100.0,0.05,239,healthy
ENG_007,457,2285,cruise,overheating,2370.81,67.28,9458.15,4.59,32.701,56.75,28.634,439.79,113.63,3.911,78.9,0.2118,68.14,75.19,100.0,0.05,238,healthy
ENG_007,458,2290,cruise,overheating,2292.0,56.44,8277.03,13.45,36.351,53.59,23.198,419.05,112.33,4.125,79.03,0.2296,61.33,75.87,100.0,0.05,237,healthy
ENG_007,459,2295,cruise,overheating,2352.36,66.34,8063.83,10.95,39.405,58.68,27.994,443.38,118.97,3.916,83.54,0.3235,71.64,74.84,99.94,0.05,236,healthy
ENG_007,460,2300,descent,overheating,1732.47,34.65,5693.91,24.53,50.789,43.58,10.809,363.41,98.17,4.562,77.92,0.1671,45.18,77.48,99.59,0.05,235,healthy
ENG_007,461,2305,cruise,overheating,2455.99,65.24,10414.93,6.96,29.926,52.15,28.647,438.39,115.28,3.767,77.35,0.2266,70.04,75.0,98.26,0.05,234,healthy
ENG_007,462,2310,cruise,overheating,2366.71,59.03,6589.9,8.97,45.404,58.92,25.094,422.64,110.95,3.895,76.81,0.2738,63.78,75.62,99.57,0.05,233,healthy
ENG_007,463,2315,climb,overheating,2708.05,83.34,4889.63,12.81,56.998,75.27,40.632,495.84,139.55,3.548,92.8,0.279,87.77,73.22,100.0,0.05,232,healthy
ENG_007,464,2320,cruise,overheating,2286.71,62.87,7332.46,8.36,41.392,56.75,25.785,430.59,112.64,4.028,78.3,0.147,68.14,75.19,99.8,0.05,231,healthy
ENG_007,465,2325,cruise,overheating,2402.38,67.2,6410.46,19.08,46.696,62.68,28.944,454.65,128.43,3.852,91.66,0.2549,67.59,75.24,99.42,0.05,230,healthy
ENG_007,466,2330,cruise,overheating,2311.65,63.38,9715.0,11.9,32.109,52.76,26.268,435.89,116.91,3.983,83.39,0.2207,65.71,75.43,100.0,0.05,229,healthy
ENG_007,467,2335,cruise,overheating,2459.35,71.13,8386.06,8.68,37.839,60.88,31.481,455.48,122.05,4.017,81.17,0.2656,74.18,74.58,98.15,0.05,228,healthy
ENG_007,468,2340,cruise,overheating,2332.03,58.57,8843.16,12.58,33.925,52.85,24.653,424.45,113.75,4.01,80.95,0.2503,62.58,75.74,100.0,0.05,227,healthy
ENG_007,469,2345,climb,overheating,2709.1,86.47,6002.52,13.89,49.814,74.72,41.952,505.07,143.3,3.524,94.72,0.3063,82.95,73.71,98.49,0.05,226,healthy
ENG_007,470,2350,cruise,overheating,2333.59,59.11,12560.3,9.23,22.842,46.05,24.873,422.52,110.88,4.005,76.15,0.2814,61.67,75.83,100.0,0.05,225,healthy
ENG_007,471,2355,climb,overheating,2588.94,66.79,5618.13,11.84,51.718,62.52,31.072,449.69,123.08,3.537,82.43,0.2386,66.54,75.35,98.71,0.05,224,healthy
ENG_007,472,2360,cruise,overheating,2355.45,55.65,10039.87,11.3,30.631,46.4,23.596,416.0,110.27,4.038,76.65,0.2482,61.88,75.81,100.0,0.05,223,healthy
ENG_007,473,2365,cruise,overheating,2292.11,59.83,7141.6,11.52,44.026,58.01,24.53,425.93,113.28,3.989,78.38,0.2563,61.96,75.8,100.0,0.05,222,healthy
ENG_007,474,2370,cruise,overheating,2362.33,60.75,9330.25,15.36,34.003,52.39,25.841,433.44,118.75,3.783,84.56,0.2374,65.19,75.48,100.0,0.05,221,healthy
ENG_007,475,2375,descent,overheating,1706.66,37.69,4457.72,14.0,59.764,47.12,11.495,360.3,89.91,4.639,67.7,0.1699,38.32,78.17,100.0,0.05,220,healthy
ENG_007,476,2380,climb,overheating,2678.22,82.54,6027.12,17.75,50.293,72.02,39.86,498.58,143.61,3.664,96.3,0.2885,86.42,73.31,100.0,0.0534,219,healthy
ENG_007,477,2385,climb,overheating,2643.6,80.11,4158.38,10.27,61.868,74.82,38.085,484.56,133.81,3.63,89.97,0.3281,80.22,73.89,100.0,0.0568,218,healthy
ENG_007,478,2390,cruise,overheating,2366.79,69.76,13107.35,5.93,21.611,49.66,29.708,448.73,117.51,4.03,78.13,0.2323,71.15,74.75,98.04,0.0602,217,healthy
ENG_007,479,2395,cruise,overheating,2383.3,59.87,8061.59,13.05,40.624,53.33,25.883,430.85,116.57,3.927,82.37,0.211,63.44,75.47,100.0,0.0636,216,healthy
ENG_007,480,2400,descent,overheating,1752.64,42.66,5284.63,16.01,52.71,48.97,13.508,378.11,97.49,4.469,74.84,0.2129,50.24,76.75,98.59,0.067,215,healthy
ENG_007,481,2405,takeoff,overheating,2834.79,86.34,608.99,20.11,93.685,84.45,44.134,515.67,151.87,3.493,105.27,0.3006,87.22,73.01,100.0,0.0723,214,healthy
ENG_007,482,2410,climb,overheating,2619.63,73.04,4298.39,10.64,59.591,72.23,34.161,468.17,128.68,3.697,88.85,0.342,78.06,73.88,98.0,0.0739,213,healthy
ENG_007,483,2415,descent,overheating,1748.15,35.68,6136.18,13.34,48.835,44.51,10.919,358.45,89.32,4.368,69.98,0.2189,46.86,76.95,100.0,0.0773,212,healthy
ENG_007,484,2420,climb,overheating,2663.4,79.66,5076.26,20.34,55.525,72.22,38.302,496.68,144.84,3.612,102.15,0.3613,81.9,73.4,99.24,0.0807,211,healthy
ENG_007,485,2425,cruise,overheating,2371.32,64.3,10062.37,11.81,29.584,51.49,27.247,443.35,119.91,3.919,83.33,0.2444,62.86,75.26,97.53,0.0841,210,healthy
ENG_007,486,2430,descent,overheating,1704.55,27.0,1999.25,23.18,80.465,46.99,8.281,346.17,91.74,4.481,74.42,0.3003,36.77,77.82,96.79,0.0875,209,healthy
ENG_007,487,2435,cruise,overheating,2413.53,69.82,9678.45,4.23,32.552,57.02,30.124,451.72,117.85,3.763,79.52,0.2355,69.01,74.55,97.07,0.0909,208,healthy
ENG_007,488,2440,descent,overheating,1734.08,40.45,5640.05,22.13,51.68,49.08,12.546,381.43,102.79,4.531,79.67,0.1763,47.27,76.68,98.03,0.0943,207,healthy
ENG_007,489,2445,cruise,overheating,2385.99,64.06,4475.76,23.96,58.579,64.83,27.482,456.78,132.67,3.801,97.97,0.2446,66.99,74.66,95.14,0.0977,206,healthy
ENG_007,490,2450,takeoff,overheating,2883.08,96.48,875.46,18.39,92.021,91.16,50.046,544.86,,3.327,107.47,0.3394,97.0,71.62,96.91,0.1119,205,healthy
ENG_007,491,2455,takeoff,overheating,2893.51,91.18,1196.51,18.02,88.733,88.19,47.591,531.32,156.19,3.298,103.98,0.2903,92.75,72.0,96.3,0.1107,204,healthy
ENG_007,492,2460,climb,overheating,2695.17,91.33,5050.94,16.04,55.664,79.35,44.257,526.57,152.12,3.536,105.54,0.2836,92.46,71.98,95.92,0.1101,203,healthy
ENG_007,493,2465,cruise,overheating,2357.52,58.87,5701.33,10.67,50.963,57.96,24.968,431.13,115.26,3.861,79.5,0.2834,58.98,75.28,96.64,0.1114,202,healthy
ENG_007,494,2470,cruise,overheating,2415.57,68.87,8714.32,14.73,35.626,58.88,29.937,462.65,128.68,3.756,89.34,0.2687,74.06,73.73,98.23,0.1148,201,healthy
ENG_007,495,2475,cruise,overheating,2312.37,53.72,9505.33,13.67,32.051,47.08,22.344,420.74,113.66,4.013,79.82,0.2597,60.29,75.06,96.81,0.1182,200,healthy
ENG_007,496,2480,cruise,overheating,2348.13,63.11,8560.21,9.9,36.032,55.7,26.56,442.45,118.47,3.944,80.18,0.2859,67.92,74.25,95.47,0.1216,199,healthy
ENG_007,497,2485,cruise,overheating,2356.53,62.35,9934.16,7.25,30.948,50.49,26.357,438.39,115.43,4.038,79.06,0.3368,67.81,74.22,95.46,0.125,198,healthy
ENG_007,498,2490,descent,overheating,1754.47,34.82,5453.28,15.57,53.491,45.33,10.862,364.7,93.28,4.421,72.05,0.2692,42.59,76.7,95.23,0.1284,197,healthy
ENG_007,499,2495,descent,overheating,1722.65,35.85,7979.48,10.34,38.122,40.54,11.063,361.98,88.71,4.366,68.74,0.2532,43.54,76.56,96.67,0.1318,196,healthy
ENG_007,500,2500,climb,overheating,2598.21,70.0,2847.08,20.19,71.158,70.14,32.661,476.79,138.25,3.73,96.06,0.3101,71.54,73.71,93.19,0.1352,195,healthy
ENG_007,501,2505,cruise,overheating,2335.94,65.3,10076.28,9.78,30.365,55.03,27.151,449.85,120.85,3.856,81.54,0.2849,67.49,74.07,94.96,0.1386,194,healthy
ENG_007,502,2510,climb,overheating,2630.66,77.24,3619.78,17.19,65.156,72.17,36.43,494.0,142.1,3.591,96.72,0.3462,77.25,73.05,94.35,0.142,193,healthy
ENG_007,503,2515,climb,overheating,2551.59,73.66,4379.28,14.25,59.51,69.59,33.848,480.76,135.34,3.606,93.19,0.3019,77.56,72.97,94.35,0.1455,192,healthy
ENG_007,504,2520,cruise,overheating,2326.26,63.26,9635.19,1.81,31.95,54.41,26.482,437.63,111.51,3.977,74.35,0.3003,65.25,74.16,94.29,0.1489,191,healthy
ENG_007,505,2525,cruise,overheating,2328.69,54.04,6894.56,13.58,44.82,53.02,22.894,425.87,115.63,3.817,81.61,0.2556,62.16,74.42,95.11,0.1523,190,healthy
ENG_007,506,2530,cruise,overheating,2411.01,61.09,7242.42,14.93,43.317,56.33,26.513,447.45,124.13,3.758,85.59,0.2877,65.11,74.08,94.0,0.1557,189,healthy
ENG_007,507,2535,cruise,overheating,2341.32,54.09,9258.96,12.93,34.063,49.5,22.823,,115.49,4.024,81.98,0.2661,59.78,74.57,91.15,0.1591,188,healthy
ENG_007,508,2540,takeoff,overheating,2884.32,99.81,317.64,27.73,96.486,93.48,51.859,570.26,175.83,3.288,121.77,0.3747,96.33,70.87,91.72,0.1883,187,healthy
ENG_007,509,2545,cruise,overheating,2337.92,51.77,7931.68,9.32,39.09,50.44,21.903,417.51,110.19,3.816,78.16,0.301,56.69,74.79,92.55,0.1659,186,healthy
ENG_007,510,2550,cruise,overheating,2350.97,60.13,9108.55,16.27,34.004,51.94,25.641,446.83,124.55,3.838,86.48,0.2993,64.48,73.96,92.1,0.1693,185,healthy
ENG_007,511,2555,cruise,overheating,2290.42,59.02,11034.49,5.23,26.645,46.5,24.417,432.24,112.01,4.099,75.99,0.3041,62.5,74.11,95.08,0.1727,184,healthy
ENG_007,512,2560,cruise,overheating,2341.09,61.58,11170.86,7.73,26.908,51.09,25.915,442.72,117.45,3.825,80.4,0.2623,64.78,73.84,92.08,0.1761,183,healthy
ENG_007,513,2565,cruise,overheating,2322.09,64.85,5948.86,15.96,51.354,60.11,27.008,459.52,128.39,3.765,94.38,0.2537,59.9,74.28,92.98,0.1795,182,healthy
ENG_007,514,2570,cruise,overheating,2317.15,62.29,10452.5,3.39,28.491,51.36,26.069,440.61,113.75,3.796,77.5,0.3507,63.57,73.87,90.66,0.183,181,healthy
ENG_007,515,2575,descent,overheating,1689.59,39.54,7188.09,5.97,42.23,44.33,12.134,373.16,89.62,4.341,68.17,0.2648,43.79,75.8,90.18,0.1864,180,healthy
ENG_007,516,2580,cruise,overheating,2395.7,66.8,5518.91,7.21,51.402,66.37,28.73,458.39,122.66,3.779,83.78,0.2612,66.43,73.49,90.1,0.1898,179,healthy
ENG_007,517,2585,cruise,overheating,2348.6,67.88,9428.07,5.96,33.161,59.19,,459.49,121.92,3.754,83.76,0.3165,71.14,72.98,91.03,0.1932,178,healthy
ENG_007,518,2590,cruise,overheating,2286.39,57.31,9502.82,8.18,33.77,49.92,23.639,433.54,114.58,3.906,77.54,0.3003,59.22,74.12,92.69,0.1966,177,healthy
ENG_007,519,2595,descent,overheating,1716.32,30.46,5344.96,12.36,54.397,39.71,9.304,358.05,89.25,4.483,68.66,0.2049,39.14,76.09,88.63,0.2,176,healthy
ENG_007,520,2600,takeoff,overheating,2869.0,97.26,739.81,18.75,92.516,93.86,50.186,559.28,166.41,3.207,110.9,0.3729,94.53,70.5,89.8,0.2198,175,healthy
ENG_007,521,2605,cruise,overheating,2356.25,63.43,8982.68,11.3,34.962,55.83,26.773,455.05,124.21,3.792,87.56,0.4177,66.4,73.27,89.02,0.2068,174,healthy
ENG_007,522,2610,descent,overheating,1695.94,29.25,5138.73,14.55,55.384,42.29,8.854,357.95,90.64,4.234,72.74,0.3325,38.0,76.06,89.57,0.2102,173,healthy
ENG_007,523,2615,climb,overheating,2632.25,73.48,3433.95,17.73,66.401,71.52,34.965,493.39,142.81,3.333,96.47,0.3499,78.58,71.96,89.96,0.2136,172,healthy
ENG_007,524,2620,cruise,overheating,2396.13,70.69,8408.71,3.57,36.643,59.42,30.538,468.13,123.6,3.701,82.86,0.4024,74.79,72.29,91.32,0.217,171,healthy
ENG_007,525,2625,takeoff,overheating,2848.86,89.25,886.07,21.29,90.525,87.53,46.014,542.67,162.7,3.287,110.25,0.4229,84.7,71.26,89.25,0.2332,170,healthy
ENG_007,526,2630,descent,overheating,1748.31,39.48,7254.02,14.83,42.948,44.83,12.432,387.4,100.88,4.325,77.03,0.2693,46.61,75.02,88.68,0.2239,169,healthy
ENG_007,527,2635,cruise,overheating,2347.28,63.6,7184.15,13.43,43.162,58.65,26.966,459.91,127.33,3.673,88.46,0.3034,65.21,73.12,88.21,0.2273,168,healthy
ENG_007,528,2640,climb,overheating,2638.91,77.5,4505.66,13.38,59.498,71.57,36.792,501.67,142.76,3.382,97.18,0.3593,78.11,71.78,88.3,0.2307,167,healthy
ENG_007,529,2645,cruise,overheating,2338.73,63.57,5495.1,22.75,52.737,62.65,26.913,469.82,136.84,3.834,98.59,0.3388,65.14,73.03,89.72,0.2341,166,healthy
ENG_007,530,2650,cruise,overheating,2374.33,70.92,9823.75,3.52,31.385,57.48,30.31,470.74,124.44,3.801,84.58,0.3375,74.34,72.07,90.04,0.2375,165,healthy
ENG_007,531,2655,cruise,overheating,2378.97,60.62,12750.98,4.56,22.654,45.96,25.764,445.51,116.94,3.766,77.06,0.3121,66.42,72.81,88.49,0.2409,164,healthy
ENG_007,532,2660,climb,overheating,2686.07,86.25,7146.97,11.8,44.183,72.43,41.654,525.32,149.81,3.294,103.33,0.345,86.32,70.78,86.69,0.2443,163,healthy
ENG_007,533,2665,descent,overheating,1640.02,29.86,6676.93,17.7,46.109,41.19,8.688,366.18,95.39,4.413,77.3,0.2728,35.78,75.79,85.83,0.2477,162,healthy
ENG_007,534,2670,takeoff,overheating,2794.88,76.4,820.22,17.95,92.127,79.95,38.456,508.62,149.21,3.199,102.24,0.3737,81.01,71.22,87.28,0.2511,161,healthy
ENG_007,535,2675,takeoff,overheating,2769.61,84.7,1055.63,22.82,88.406,82.19,42.117,535.04,160.99,3.454,111.78,0.3554,82.46,71.03,89.13,0.2655,160,healthy
ENG_007,536,2680,takeoff,overheating,2852.81,82.05,993.75,17.32,89.295,81.45,42.019,524.57,154.4,3.167,101.5,0.4429,80.03,71.22,87.56,0.2624,159,healthy
ENG_007,537,2685,cruise,overheating,2306.71,58.94,11376.24,7.42,25.049,46.47,24.43,445.15,118.46,3.802,81.81,0.3036,61.92,72.99,86.76,0.2614,158,healthy
ENG_007,538,2690,cruise,overheating,2344.75,63.83,8093.72,12.18,38.92,55.51,26.741,463.72,128.0,3.627,90.1,0.37,66.67,72.47,87.37,0.2648,157,healthy
ENG_007,539,2695,descent,overheating,1654.09,31.18,4889.07,12.03,56.046,44.14,9.155,366.65,91.96,4.243,73.61,0.2247,38.7,75.22,85.6,0.2682,156,healthy
ENG_007,540,2700,climb,overheating,2577.32,83.92,6949.32,15.25,44.145,71.63,38.817,524.02,151.25,3.505,107.88,0.4065,78.95,71.15,84.96,0.2728,155,healthy
ENG_007,541,2705,climb,overheating,2539.72,75.96,4826.3,6.71,57.257,71.47,34.639,494.52,135.65,3.322,93.82,0.4378,77.84,71.22,84.26,0.275,154,healthy
ENG_007,542,2710,cruise,overheating,2307.15,58.5,13080.47,4.23,21.551,43.49,24.368,442.87,115.7,3.78,76.59,0.3112,65.21,72.43,87.84,0.2784,153,healthy
ENG_007,543,2715,cruise,overheating,2301.76,54.37,7763.65,11.22,40.111,52.02,22.523,439.43,119.27,3.702,85.72,0.4145,57.61,73.15,85.21,0.2818,152,healthy
ENG_007,544,2720,climb,overheating,2586.79,71.38,4647.21,10.65,58.857,69.7,33.377,488.63,136.74,3.476,93.28,0.4225,76.08,71.26,86.47,0.2852,151,healthy
ENG_007,545,2725,climb,overheating,2576.83,77.58,4533.06,21.35,59.06,73.2,36.146,515.69,152.76,3.516,106.43,0.3931,80.22,70.8,85.25,0.2914,150,healthy
ENG_007,546,2730,cruise,overheating,2353.98,64.4,13358.52,5.74,21.254,46.13,27.213,462.21,123.43,3.59,84.79,0.4016,65.36,72.24,85.09,0.292,149,healthy
ENG_007,547,2735,cruise,overheating,2348.42,63.57,8639.62,10.63,36.223,57.03,26.868,465.24,127.7,3.702,89.28,0.387,60.74,72.65,83.5,0.2955,148,healthy
ENG_007,548,2740,climb,overheating,2557.66,77.83,3466.08,13.12,66.616,74.7,35.819,508.98,144.98,3.359,98.44,0.3903,81.04,70.58,84.03,0.2989,147,healthy
ENG_007,549,2745,cruise,overheating,2323.91,70.89,10283.91,12.67,29.496,56.82,29.584,486.69,135.99,3.62,91.63,0.3393,67.3,71.91,84.12,0.3023,146,healthy
ENG_007,550,2750,descent,overheating,1738.49,28.42,5763.81,6.29,51.7,41.32,8.868,359.76,86.64,4.005,65.35,0.31,37.83,74.81,84.24,0.3057,145,healthy
ENG_007,551,2755,cruise,overheating,2317.93,62.78,10083.36,8.96,29.842,52.5,26.422,462.59,125.62,3.672,87.27,0.3414,66.48,71.9,86.09,0.3091,144,healthy
ENG_007,552,2760,climb,overheating,2573.06,80.98,4265.69,20.41,58.765,73.49,37.753,526.37,155.77,3.381,107.83,0.3812,79.32,70.57,82.99,0.3183,143,healthy
ENG_007,553,2765,cruise,overheating,2261.63,56.12,9266.0,7.61,33.129,52.04,,443.75,118.27,3.817,82.91,0.3651,59.67,72.49,82.26,0.3159,142,healthy
ENG_007,554,2770,descent,overheating,1756.31,41.92,4687.11,9.65,57.864,53.11,13.168,400.18,102.33,4.048,76.95,0.3553,49.02,73.51,84.95,0.3193,141,healthy
ENG_007,555,2775,cruise,overheating,2306.33,63.25,9913.73,12.32,31.47,55.97,26.373,468.6,129.88,3.738,88.29,0.4516,60.82,72.28,80.94,0.3227,140,healthy
ENG_007,556,2780,cruise,overheating,2385.35,60.34,7742.28,10.15,40.636,57.52,25.903,460.71,126.35,3.559,89.27,0.4025,62.89,72.03,81.16,0.3261,139,healthy
ENG_007,557,2785,cruise,overheating,2380.58,59.1,8576.59,9.41,36.685,52.69,25.252,457.05,124.65,3.572,85.41,0.387,58.7,72.4,83.08,0.3295,138,healthy
ENG_007,558,2790,cruise,overheating,2277.85,59.36,11610.4,5.94,26.063,48.27,24.276,452.82,120.33,3.724,81.56,0.3535,63.78,71.85,80.46,0.333,137,healthy
ENG_007,559,2795,descent,overheating,1732.49,46.05,4887.6,18.85,56.135,50.75,14.512,421.74,115.55,4.098,88.33,0.3129,48.49,73.33,84.36,0.3364,136,healthy
ENG_007,560,2800,descent,overheating,1782.41,38.57,4883.32,15.99,56.316,47.77,12.17,400.72,107.08,4.241,83.35,0.3258,45.79,73.56,82.3,0.3398,135,healthy
ENG_007,561,2805,cruise,overheating,2290.92,57.2,11743.66,4.47,25.552,48.13,23.611,447.21,117.66,3.519,79.48,0.4094,62.13,71.88,80.36,0.3432,134,healthy
ENG_007,562,2810,takeoff,overheating,2723.48,78.76,841.41,26.21,91.435,79.57,38.591,533.21,163.08,3.35,110.38,0.4717,79.19,70.13,81.71,0.3597,133,healthy
ENG_007,563,2815,climb,overheating,2615.44,81.33,3438.98,23.25,68.023,77.5,38.343,535.39,161.17,3.265,113.73,0.4133,81.68,69.83,82.5,0.3612,132,healthy
ENG_007,564,2820,climb,overheating,2613.7,77.45,4886.17,17.26,56.637,74.67,36.428,,152.02,3.399,105.92,0.4741,80.15,69.94,80.01,0.3554,131,healthy
ENG_007,565,2825,descent,overheating,1755.12,38.2,6349.47,6.22,47.917,46.33,11.908,391.55,97.47,4.079,71.8,0.352,42.03,73.71,80.6,0.3568,130,healthy
ENG_007,566,2830,cruise,overheating,2315.87,63.35,8385.69,11.15,38.003,56.1,26.36,472.38,130.67,3.674,89.89,0.4422,67.52,71.11,81.73,0.3602,129,healthy
ENG_007,567,2835,cruise,overheating,2354.32,64.46,6150.66,18.11,49.324,60.99,27.286,483.31,139.19,3.5,100.44,0.3758,68.23,71.0,83.34,0.3636,128,healthy
ENG_007,568,2840,cruise,overheating,2364.86,57.48,5502.92,10.28,53.756,57.55,24.483,457.94,125.71,3.643,88.09,0.3749,63.4,71.43,78.88,0.367,127,warning
ENG_007,569,2845,descent,overheating,1722.09,36.72,4104.37,15.55,62.731,46.01,11.191,398.08,105.78,4.128,80.26,0.3481,44.11,73.32,78.46,0.3705,126,warning
ENG_007,570,2850,cruise,overheating,2400.64,75.82,9538.25,-0.29,31.603,60.6,33.057,496.52,131.48,3.44,85.87,0.4312,71.85,70.5,78.75,0.3739,125,warning
ENG_007,571,2855,climb,overheating,2610.8,76.64,5500.62,9.33,53.223,71.2,36.037,512.46,144.47,3.34,96.11,0.4291,77.38,69.9,80.19,0.3773,124,healthy
ENG_007,572,2860,cruise,overheating,2337.78,57.41,6137.64,21.84,48.338,57.96,24.256,470.46,137.52,3.516,101.31,0.3675,62.11,71.38,77.5,0.3807,123,warning
ENG_007,573,2865,descent,overheating,1762.09,38.12,7520.55,16.74,41.67,42.32,12.049,405.27,109.28,4.134,82.61,0.3404,50.06,72.54,78.29,0.3841,122,warning
ENG_007,574,2870,takeoff,overheating,2791.17,80.26,594.39,18.19,94.045,82.19,40.12,535.2,159.05,3.165,107.71,0.4017,82.51,69.25,79.04,0.3966,121,warning
